zip_code,city,admin1,admin2
"24311","Atkins","Virginia","Smyth"
"24316","Broadford","Virginia","Smyth"
"24319","Chilhowie","Virginia","Smyth"
"24354","Marion","Virginia","Smyth"
"24370","Saltville","Virginia","Smyth"
"24375","Sugar Grove","Virginia","Smyth"
"23827","Boykins","Virginia","Southampton"
"23828","Branchville","Virginia","Southampton"
"23829","Capron","Virginia","Southampton"
"23837","Courtland","Virginia","Southampton"
"23844","Drewryville","Virginia","Southampton"
"23866","Ivor","Virginia","Southampton"
"23874","Newsoms","Virginia","Southampton"
"23878","Sedley","Virginia","Southampton"
"22407","Fredericksburg","Virginia","Spotsylvania"
"22408","Fredericksburg","Virginia","Spotsylvania"
"22412","Fredericksburg","Virginia","Spotsylvania"
"22534","Partlow","Virginia","Spotsylvania"
"22551","Spotsylvania","Virginia","Spotsylvania"
"22553","Spotsylvania","Virginia","Spotsylvania"
"22565","Thornburg","Virginia","Spotsylvania"
"22403","Fredericksburg","Virginia","Stafford"
"22405","Fredericksburg","Virginia","Stafford"
"22406","Fredericksburg","Virginia","Stafford"
"22430","Brooke","Virginia","Stafford"
"22463","Garrisonville","Virginia","Stafford"
"22471","Hartwood","Virginia","Stafford"
"22545","Ruby","Virginia","Stafford"
"22554","Stafford","Virginia","Stafford"
"22555","Stafford","Virginia","Stafford"
"22556","Stafford","Virginia","Stafford"
"23839","Dendron","Virginia","Surry"
"23846","Elberon","Virginia","Surry"
"23881","Spring Grove","Virginia","Surry"
"23883","Surry","Virginia","Surry"
"23899","Claremont","Virginia","Surry"
"23867","Jarratt","Virginia","Sussex"
"23882","Stony Creek","Virginia","Sussex"
"23884","Sussex","Virginia","Sussex"
"23888","Wakefield","Virginia","Sussex"
"23890","Waverly","Virginia","Sussex"
"23891","Waverly","Virginia","Sussex"
"23897","Yale","Virginia","Sussex"
"24377","Tannersville","Virginia","Tazewell"
"24601","Amonate","Virginia","Tazewell"
"24602","Bandy","Virginia","Tazewell"
"24604","Bishop","Virginia","Tazewell"
"24605","Bluefield","Virginia","Tazewell"
"24606","Boissevain","Virginia","Tazewell"
"24608","Burkes Garden","Virginia","Tazewell"
"24609","Cedar Bluff","Virginia","Tazewell"
"24612","Doran","Virginia","Tazewell"
"24613","Falls Mills","Virginia","Tazewell"
"24619","Horsepen","Virginia","Tazewell"
"24622","Jewell Ridge","Virginia","Tazewell"
"24630","North Tazewell","Virginia","Tazewell"
"24635","Pocahontas","Virginia","Tazewell"
"24637","Pounding Mill","Virginia","Tazewell"
"24640","Red Ash","Virginia","Tazewell"
"24641","Richlands","Virginia","Tazewell"
"24651","Tazewell","Virginia","Tazewell"
"22610","Bentonville","Virginia","Warren"
"22630","Front Royal","Virginia","Warren"
"22642","Linden","Virginia","Warren"
"22649","Middletown","Virginia","Warren"
"24210","Abingdon","Virginia","Washington"
"24211","Abingdon","Virginia","Washington"
"24212","Abingdon","Virginia","Washington"
"24236","Damascus","Virginia","Washington"
"24270","Mendota","Virginia","Washington"
"24327","Emory","Virginia","Washington"
"24340","Glade Spring","Virginia","Washington"
"24361","Meadowview","Virginia","Washington"
"22442","Coles Point","Virginia","Westmoreland"
"22443","Colonial Beach","Virginia","Westmoreland"
"22469","Hague","Virginia","Westmoreland"
"22488","Kinsale","Virginia","Westmoreland"
"22520","Montross","Virginia","Westmoreland"
"22524","Mount Holly","Virginia","Westmoreland"
"22529","Oldhams","Virginia","Westmoreland"
"22558","Stratford","Virginia","Westmoreland"
"22577","Sandy Point","Virginia","Westmoreland"
"22581","Zacata","Virginia","Westmoreland"
"24215","Andover","Virginia","Wise"
"24216","Appalachia","Virginia","Wise"
"24219","Big Stone Gap","Virginia","Wise"
"24230","Coeburn","Virginia","Wise"
"24246","East Stone Gap","Virginia","Wise"
"24279","Pound","Virginia","Wise"
"24283","Saint Paul","Virginia","Wise"
"24293","Wise","Virginia","Wise"
"24312","Austinville","Virginia","Wythe"
"24313","Barren Springs","Virginia","Wythe"
"24322","Cripple Creek","Virginia","Wythe"
"24323","Crockett","Virginia","Wythe"
"24350","Ivanhoe","Virginia","Wythe"
"24360","Max Meadows","Virginia","Wythe"
"24368","Rural Retreat","Virginia","Wythe"
"24374","Speedwell","Virginia","Wythe"
"24382","Wytheville","Virginia","Wythe"
"23090","Lightfoot","Virginia","York"
"23690","Yorktown","Virginia","York"
"23691","Yorktown","Virginia","York"
"23692","Yorktown","Virginia","York"
"23693","Yorktown","Virginia","York"
"23694","Lackey","Virginia","York"
"23696","Seaford","Virginia","York"
"22301","Alexandria","Virginia","City of Alexandria"
"22302","Alexandria","Virginia","City of Alexandria"
"22304","Alexandria","Virginia","City of Alexandria"
"22305","Alexandria","Virginia","City of Alexandria"
"22311","Alexandria","Virginia","City of Alexandria"
"22313","Alexandria","Virginia","City of Alexandria"
"22314","Alexandria","Virginia","City of Alexandria"
"22320","Alexandria","Virginia","City of Alexandria"
"22331","Alexandria","Virginia","City of Alexandria"
"22332","Alexandria","Virginia","City of Alexandria"
"22333","Alexandria","Virginia","City of Alexandria"
"22334","Alexandria","Virginia","City of Alexandria"
"22350","Alexandria","Virginia","City of Alexandria"
"24201","Bristol","Virginia","Bristol (city)"
"24202","Bristol","Virginia","Bristol (city)"
"24203","Bristol","Virginia","Bristol (city)"
"24205","Bristol","Virginia","Bristol (city)"
"24209","Bristol","Virginia","Bristol (city)"
"24416","Buena Vista","Virginia","Buena Vista (city)"
"22902","Charlottesville","Virginia","Charlottesville (city)"
"22903","Charlottesville","Virginia","Charlottesville (city)"
"22904","Charlottesville","Virginia","Charlottesville (city)"
"22905","Charlottesville","Virginia","Charlottesville (city)"
"22906","Charlottesville","Virginia","Charlottesville (city)"
"22907","Charlottesville","Virginia","Charlottesville (city)"
"22908","Charlottesville","Virginia","Charlottesville (city)"
"22910","Charlottesville","Virginia","Charlottesville (city)"
"23320","Chesapeake","Virginia","Chesapeake (city)"
"23321","Chesapeake","Virginia","Chesapeake (city)"
"23322","Chesapeake","Virginia","Chesapeake (city)"
"23323","Chesapeake","Virginia","Chesapeake (city)"
"23324","Chesapeake","Virginia","Chesapeake (city)"
"23325","Chesapeake","Virginia","Chesapeake (city)"
"23326","Chesapeake","Virginia","Chesapeake (city)"
"23327","Chesapeake","Virginia","Chesapeake (city)"
"23328","Chesapeake","Virginia","Chesapeake (city)"
"23834","Colonial Heights","Virginia","Colonial Heights (city"
"24426","Covington","Virginia","Covington (city)"
"24540","Danville","Virginia","Danville (city)"
"24541","Danville","Virginia","Danville (city)"
"24543","Danville","Virginia","Danville (city)"
"23847","Emporia","Virginia","Emporia (city)"
"22030","Fairfax","Virginia","Fairfax (city)"
"22031","Fairfax","Virginia","Fairfax (city)"
"22038","Fairfax","Virginia","Fairfax (city)"
"22040","Falls Church","Virginia","Falls Church (city)"
"22046","Falls Church","Virginia","Falls Church (city)"
"23851","Franklin","Virginia","Franklin (city)"
"22401","Fredericksburg","Virginia","Fredericksburg (city)"
"22402","Fredericksburg","Virginia","Fredericksburg (city)"
"22404","Fredericksburg","Virginia","Fredericksburg (city)"
"24333","Galax","Virginia","Galax (city)"
"23630","Hampton","Virginia","Hampton (city)"
"23651","Fort Monroe","Virginia","Hampton (city)"
"23661","Hampton","Virginia","Hampton (city)"
"23663","Hampton","Virginia","Hampton (city)"
"23664","Hampton","Virginia","Hampton (city)"
"23665","Hampton","Virginia","Hampton (city)"
"23666","Hampton","Virginia","Hampton (city)"
"23667","Hampton","Virginia","Hampton (city)"
"23668","Hampton","Virginia","Hampton (city)"
"23669","Hampton","Virginia","Hampton (city)"
"23670","Hampton","Virginia","Hampton (city)"
"23681","Hampton","Virginia","Hampton (city)"
"22801","Harrisonburg","Virginia","City of Harrisonburg"
"22803","Harrisonburg","Virginia","City of Harrisonburg"
"22807","Harrisonburg","Virginia","City of Harrisonburg"
"23860","Hopewell","Virginia","Hopewell (city)"
"24450","Lexington","Virginia","Lexington (city)"
"24501","Lynchburg","Virginia","Lynchburg (city)"
"24502","Lynchburg","Virginia","Lynchburg (city)"
"24503","Lynchburg","Virginia","Lynchburg (city)"
"24504","Lynchburg","Virginia","Lynchburg (city)"
"24505","Lynchburg","Virginia","Lynchburg (city)"
"24506","Lynchburg","Virginia","Lynchburg (city)"
"24514","Lynchburg","Virginia","Lynchburg (city)"
"24515","Lynchburg","Virginia","Lynchburg (city)"
"20108","Manassas","Virginia","Manassas (city)"
"20109","Manassas","Virginia","Manassas (city)"
"20110","Manassas","Virginia","Manassas (city)"
"20111","Manassas","Virginia","Manassas Park (city)"
"20112","Manassas","Virginia","Manassas Park (city)"
"20113","Manassas","Virginia","Manassas Park (city)"
"24112","Martinsville","Virginia","Martinsville (city)"
"24113","Martinsville","Virginia","Martinsville (city)"
"24114","Martinsville","Virginia","Martinsville (city)"
"24115","Martinsville","Virginia","Martinsville (city)"
"23601","Newport News","Virginia","Newport News (city)"
"23602","Newport News","Virginia","Newport News (city)"
"23603","Newport News","Virginia","Newport News (city)"
"23604","Fort Eustis","Virginia","Newport News (city)"
"23605","Newport News","Virginia","Newport News (city)"
"23606","Newport News","Virginia","Newport News (city)"
"23607","Newport News","Virginia","Newport News (city)"
"23608","Newport News","Virginia","Newport News (city)"
"23609","Newport News","Virginia","Newport News (city)"
"23612","Newport News","Virginia","Newport News (city)"
"23628","Newport News","Virginia","Newport News (city)"
"23501","Norfolk","Virginia","Norfolk (city)"
"23502","Norfolk","Virginia","Norfolk (city)"
"23503","Norfolk","Virginia","Norfolk (city)"
"23504","Norfolk","Virginia","Norfolk (city)"
"23505","Norfolk","Virginia","Norfolk (city)"
"23506","Norfolk","Virginia","Norfolk (city)"
"23507","Norfolk","Virginia","Norfolk (city)"
"23508","Norfolk","Virginia","Norfolk (city)"
"23509","Norfolk","Virginia","Norfolk (city)"
"23510","Norfolk","Virginia","Norfolk (city)"
"23511","Norfolk","Virginia","Norfolk (city)"
"23513","Norfolk","Virginia","Norfolk (city)"
"23514","Norfolk","Virginia","Norfolk (city)"
"23515","Norfolk","Virginia","Norfolk (city)"
"23517","Norfolk","Virginia","Norfolk (city)"
"23518","Norfolk","Virginia","Norfolk (city)"
"23519","Norfolk","Virginia","Norfolk (city)"
"23523","Norfolk","Virginia","Norfolk (city)"
"23529","Norfolk","Virginia","Norfolk (city)"
"23541","Norfolk","Virginia","Norfolk (city)"
"23551","Norfolk","Virginia","Norfolk (city)"
"24273","Norton","Virginia","Norton (city)"
"23803","Petersburg","Virginia","Petersburg (city)"
"23804","Petersburg","Virginia","Petersburg (city)"
"23805","Petersburg","Virginia","Petersburg (city)"
"23806","Virginia State University","Virginia","Petersburg (city)"
"23662","Poquoson","Virginia","Poquoson (city)"
"23701","Portsmouth","Virginia","Portsmouth (city)"
"23702","Portsmouth","Virginia","Portsmouth (city)"
"23703","Portsmouth","Virginia","Portsmouth (city)"
"23704","Portsmouth","Virginia","Portsmouth (city)"
"23705","Portsmouth","Virginia","Portsmouth (city)"
"23707","Portsmouth","Virginia","Portsmouth (city)"
"23708","Portsmouth","Virginia","Portsmouth (city)"
"23709","Portsmouth","Virginia","Portsmouth (city)"
"24141","Radford","Virginia","Radford (city)"
"24142","Radford","Virginia","Radford (city)"
"24143","Radford","Virginia","Radford (city)"
"23173","Richmond","Virginia","City of Richmond"
"23218","Richmond","Virginia","City of Richmond"
"23219","Richmond","Virginia","City of Richmond"
"23220","Richmond","Virginia","City of Richmond"
"23221","Richmond","Virginia","City of Richmond"
"23222","Richmond","Virginia","City of Richmond"
"23223","Richmond","Virginia","City of Richmond"
"23224","Richmond","Virginia","City of Richmond"
"23225","Richmond","Virginia","City of Richmond"
"23232","Richmond","Virginia","City of Richmond"
"23241","Richmond","Virginia","City of Richmond"
"23249","Richmond","Virginia","City of Richmond"
"23260","Richmond","Virginia","City of Richmond"
"23261","Richmond","Virginia","City of Richmond"
"23269","Richmond","Virginia","City of Richmond"
"23273","Henrico","Virginia","City of Richmond"
"23274","Richmond","Virginia","City of Richmond"
"23276","Richmond","Virginia","City of Richmond"
"23278","Richmond","Virginia","City of Richmond"
"23279","Richmond","Virginia","City of Richmond"
"23282","Richmond","Virginia","City of Richmond"
"23284","Richmond","Virginia","City of Richmond"
"23285","Richmond","Virginia","City of Richmond"
"23286","Richmond","Virginia","City of Richmond"
"23290","Richmond","Virginia","City of Richmond"
"23291","Richmond","Virginia","City of Richmond"
"23292","Richmond","Virginia","City of Richmond"
"23293","Richmond","Virginia","City of Richmond"
"23295","Richmond","Virginia","City of Richmond"
"23298","Richmond","Virginia","City of Richmond"
"24001","Roanoke","Virginia","Roanoke (city)"
"24002","Roanoke","Virginia","Roanoke (city)"
"24003","Roanoke","Virginia","Roanoke (city)"
"24004","Roanoke","Virginia","Roanoke (city)"
"24005","Roanoke","Virginia","Roanoke (city)"
"24006","Roanoke","Virginia","Roanoke (city)"
"24007","Roanoke","Virginia","Roanoke (city)"
"24008","Roanoke","Virginia","Roanoke (city)"
"24009","Roanoke","Virginia","Roanoke (city)"
"24010","Roanoke","Virginia","Roanoke (city)"
"24011","Roanoke","Virginia","Roanoke (city)"
"24012","Roanoke","Virginia","Roanoke (city)"
"24013","Roanoke","Virginia","Roanoke (city)"
"24014","Roanoke","Virginia","Roanoke (city)"
"24015","Roanoke","Virginia","Roanoke (city)"
"24016","Roanoke","Virginia","Roanoke (city)"
"24017","Roanoke","Virginia","Roanoke (city)"
"24022","Roanoke","Virginia","Roanoke (city)"
"24024","Roanoke","Virginia","Roanoke (city)"
"24025","Roanoke","Virginia","Roanoke (city)"
"24026","Roanoke","Virginia","Roanoke (city)"
"24027","Roanoke","Virginia","Roanoke (city)"
"24028","Roanoke","Virginia","Roanoke (city)"
"24029","Roanoke","Virginia","Roanoke (city)"
"24030","Roanoke","Virginia","Roanoke (city)"
"24031","Roanoke","Virginia","Roanoke (city)"
"24032","Roanoke","Virginia","Roanoke (city)"
"24033","Roanoke","Virginia","Roanoke (city)"
"24034","Roanoke","Virginia","Roanoke (city)"
"24035","Roanoke","Virginia","Roanoke (city)"
"24036","Roanoke","Virginia","Roanoke (city)"
"24037","Roanoke","Virginia","Roanoke (city)"
"24038","Roanoke","Virginia","Roanoke (city)"
"24040","Roanoke","Virginia","Roanoke (city)"
"24042","Roanoke","Virginia","Roanoke (city)"
"24043","Roanoke","Virginia","Roanoke (city)"
"24153","Salem","Virginia","Salem (city)"
"24155","Salem","Virginia","Salem (city)"
"24157","Salem","Virginia","Salem (city)"
"24401","Staunton","Virginia","Staunton (city)"
"24402","Staunton","Virginia","Staunton (city)"
"23432","Suffolk","Virginia","City of Suffolk"
"23433","Suffolk","Virginia","City of Suffolk"
"23434","Suffolk","Virginia","City of Suffolk"
"23435","Suffolk","Virginia","City of Suffolk"
"23436","Suffolk","Virginia","City of Suffolk"
"23437","Suffolk","Virginia","City of Suffolk"
"23438","Suffolk","Virginia","City of Suffolk"
"23439","Suffolk","Virginia","City of Suffolk"
"23453","Virginia Beach","Virginia","City of Suffolk"
"23450","Virginia Beach","Virginia","Virginia Beach (city)"
"23451","Virginia Beach","Virginia","Virginia Beach (city)"
"23452","Virginia Beach","Virginia","Virginia Beach (city)"
"23454","Virginia Beach","Virginia","Virginia Beach (city)"
"23455","Virginia Beach","Virginia","Virginia Beach (city)"
"23456","Virginia Beach","Virginia","Virginia Beach (city)"
"23457","Virginia Beach","Virginia","Virginia Beach (city)"
"23458","Virginia Beach","Virginia","Virginia Beach (city)"
"23459","Virginia Beach","Virginia","Virginia Beach (city)"
"23460","Virginia Beach","Virginia","Virginia Beach (city)"
"23461","Virginia Beach","Virginia","Virginia Beach (city)"
"23462","Virginia Beach","Virginia","Virginia Beach (city)"
"23463","Virginia Beach","Virginia","Virginia Beach (city)"
"23464","Virginia Beach","Virginia","Virginia Beach (city)"
"23465","Virginia Beach","Virginia","Virginia Beach (city)"
"23466","Virginia Beach","Virginia","Virginia Beach (city)"
"23467","Virginia Beach","Virginia","Virginia Beach (city)"
"23471","Virginia Beach","Virginia","Virginia Beach (city)"
"23479","Virginia Beach","Virginia","Virginia Beach (city)"
"22980","Waynesboro","Virginia","Waynesboro (city)"
"23186","Williamsburg","Virginia","Williamsburg (city)"
"23187","Williamsburg","Virginia","Williamsburg (city)"
"22601","Winchester","Virginia","Winchester (city)"
"22604","Winchester","Virginia","Winchester (city)"
"05443","Bristol","Vermont","Addison"
"05456","Ferrisburgh","Vermont","Addison"
"05469","Monkton","Vermont","Addison"
"05472","New Haven","Vermont","Addison"
"05473","North Ferrisburgh","Vermont","Addison"
"05487","Starksboro","Vermont","Addison"
"05491","Vergennes","Vermont","Addison"
"05669","Roxbury","Vermont","Addison"
"05734","Bridport","Vermont","Addison"
"05740","East Middlebury","Vermont","Addison"
"05747","Granville","Vermont","Addison"
"05748","Hancock","Vermont","Addison"
"05753","Middlebury","Vermont","Addison"
"05760","Orwell","Vermont","Addison"
"05766","Ripton","Vermont","Addison"
"05769","Salisbury","Vermont","Addison"
"05770","Shoreham","Vermont","Addison"
"05778","Whiting","Vermont","Addison"
"05152","Peru","Vermont","Bennington"
"05201","Bennington","Vermont","Bennington"
"05250","Arlington","Vermont","Bennington"
"05251","Dorset","Vermont","Bennington"
"05252","East Arlington","Vermont","Bennington"
"05253","East Dorset","Vermont","Bennington"
"05254","Manchester","Vermont","Bennington"
"05255","Manchester Center","Vermont","Bennington"
"05257","North Bennington","Vermont","Bennington"
"05260","North Pownal","Vermont","Bennington"
"05261","Pownal","Vermont","Bennington"
"05262","Shaftsbury","Vermont","Bennington"
"05340","Bondville","Vermont","Bennington"
"05350","Readsboro","Vermont","Bennington"
"05352","Stamford","Vermont","Bennington"
"05768","Rupert","Vermont","Bennington"
"05776","West Rupert","Vermont","Bennington"
"05042","East Ryegate","Vermont","Caledonia"
"05046","Groton","Vermont","Caledonia"
"05050","Mc Indoe Falls","Vermont","Caledonia"
"05069","South Ryegate","Vermont","Caledonia"
"05819","Saint Johnsbury","Vermont","Caledonia"
"05821","Barnet","Vermont","Caledonia"
"05828","Danville","Vermont","Caledonia"
"05832","East Burke","Vermont","Caledonia"
"05836","East Hardwick","Vermont","Caledonia"
"05838","East Saint Johnsbury","Vermont","Caledonia"
"05843","Hardwick","Vermont","Caledonia"
"05848","Lower Waterford","Vermont","Caledonia"
"05849","Lyndon","Vermont","Caledonia"
"05850","Lyndon Center","Vermont","Caledonia"
"05851","Lyndonville","Vermont","Caledonia"
"05861","Passumpsic","Vermont","Caledonia"
"05862","Peacham","Vermont","Caledonia"
"05863","Saint Johnsbury Center","Vermont","Caledonia"
"05866","Sheffield","Vermont","Caledonia"
"05867","Sutton","Vermont","Caledonia"
"05871","West Burke","Vermont","Caledonia"
"05873","West Danville","Vermont","Caledonia"
"05401","Burlington","Vermont","Chittenden"
"05402","Burlington","Vermont","Chittenden"
"05403","South Burlington","Vermont","Chittenden"
"05404","Winooski","Vermont","Chittenden"
"05405","Burlington","Vermont","Chittenden"
"05406","Burlington","Vermont","Chittenden"
"05407","South Burlington","Vermont","Chittenden"
"05408","Burlington","Vermont","Chittenden"
"05439","Colchester","Vermont","Chittenden"
"05445","Charlotte","Vermont","Chittenden"
"05446","Colchester","Vermont","Chittenden"
"05449","Colchester","Vermont","Chittenden"
"05451","Essex","Vermont","Chittenden"
"05452","Essex Junction","Vermont","Chittenden"
"05453","Essex Junction","Vermont","Chittenden"
"05461","Hinesburg","Vermont","Chittenden"
"05462","Huntington","Vermont","Chittenden"
"05465","Jericho","Vermont","Chittenden"
"05466","Jonesville","Vermont","Chittenden"
"05468","Milton","Vermont","Chittenden"
"05477","Richmond","Vermont","Chittenden"
"05482","Shelburne","Vermont","Chittenden"
"05489","Underhill","Vermont","Chittenden"
"05490","Underhill Center","Vermont","Chittenden"
"05494","Westford","Vermont","Chittenden"
"05495","Williston","Vermont","Chittenden"
"05824","Concord","Vermont","Essex"
"05837","East Haven","Vermont","Essex"
"05840","Granby","Vermont","Essex"
"05846","Island Pond","Vermont","Essex"
"05858","North Concord","Vermont","Essex"
"05901","Averill","Vermont","Essex"
"05902","Beecher Falls","Vermont","Essex"
"05903","Canaan","Vermont","Essex"
"05904","Gilman","Vermont","Essex"
"05905","Guildhall","Vermont","Essex"
"05906","Lunenburg","Vermont","Essex"
"05907","Norton","Vermont","Essex"
"05441","Bakersfield","Vermont","Franklin"
"05447","East Berkshire","Vermont","Franklin"
"05448","East Fairfield","Vermont","Franklin"
"05450","Enosburg Falls","Vermont","Franklin"
"05454","Fairfax","Vermont","Franklin"
"05455","Fairfield","Vermont","Franklin"
"05457","Franklin","Vermont","Franklin"
"05459","Highgate Center","Vermont","Franklin"
"05460","Highgate Springs","Vermont","Franklin"
"05470","Montgomery","Vermont","Franklin"
"05471","Montgomery Center","Vermont","Franklin"
"05476","Richford","Vermont","Franklin"
"05478","Saint Albans","Vermont","Franklin"
"05479","Saint Albans","Vermont","Franklin"
"05481","Saint Albans Bay","Vermont","Franklin"
"05483","Sheldon","Vermont","Franklin"
"05485","Sheldon Springs","Vermont","Franklin"
"05488","Swanton","Vermont","Franklin"
"05440","Alburgh","Vermont","Grand Isle"
"05458","Grand Isle","Vermont","Grand Isle"
"05463","Isle La Motte","Vermont","Grand Isle"
"05474","North Hero","Vermont","Grand Isle"
"05486","South Hero","Vermont","Grand Isle"
"05442","Belvidere Center","Vermont","Lamoille"
"05444","Cambridge","Vermont","Lamoille"
"05464","Jeffersonville","Vermont","Lamoille"
"05492","Waterville","Vermont","Lamoille"
"05652","Eden","Vermont","Lamoille"
"05653","Eden Mills","Vermont","Lamoille"
"05655","Hyde Park","Vermont","Lamoille"
"05656","Johnson","Vermont","Lamoille"
"05657","Lake Elmore","Vermont","Lamoille"
"05661","Morrisville","Vermont","Lamoille"
"05662","Moscow","Vermont","Lamoille"
"05665","North Hyde Park","Vermont","Lamoille"
"05672","Stowe","Vermont","Lamoille"
"05680","Wolcott","Vermont","Lamoille"
"05033","Bradford","Vermont","Orange"
"05036","Brookfield","Vermont","Orange"
"05038","Chelsea","Vermont","Orange"
"05039","Corinth","Vermont","Orange"
"05040","East Corinth","Vermont","Orange"
"05041","East Randolph","Vermont","Orange"
"05043","East Thetford","Vermont","Orange"
"05045","Fairlee","Vermont","Orange"
"05051","Newbury","Vermont","Orange"
"05054","North Thetford","Vermont","Orange"
"05058","Post Mills","Vermont","Orange"
"05060","Randolph","Vermont","Orange"
"05061","Randolph Center","Vermont","Orange"
"05070","South Strafford","Vermont","Orange"
"05072","Strafford","Vermont","Orange"
"05074","Thetford","Vermont","Orange"
"05075","Thetford Center","Vermont","Orange"
"05076","Topsham","Vermont","Orange"
"05077","Tunbridge","Vermont","Orange"
"05079","Vershire","Vermont","Orange"
"05081","Wells River","Vermont","Orange"
"05083","West Fairlee","Vermont","Orange"
"05085","West Newbury","Vermont","Orange"
"05086","West Topsham","Vermont","Orange"
"05675","Washington","Vermont","Orange"
"05679","Williamstown","Vermont","Orange"
"05820","Albany","Vermont","Orleans"
"05822","Barton","Vermont","Orleans"
"05823","Beebe Plain","Vermont","Orleans"
"05825","Coventry","Vermont","Orleans"
"05826","Craftsbury","Vermont","Orleans"
"05827","Craftsbury Common","Vermont","Orleans"
"05829","Derby","Vermont","Orleans"
"05830","Derby Line","Vermont","Orleans"
"05833","East Charleston","Vermont","Orleans"
"05839","Glover","Vermont","Orleans"
"05841","Greensboro","Vermont","Orleans"
"05842","Greensboro Bend","Vermont","Orleans"
"05845","Irasburg","Vermont","Orleans"
"05847","Lowell","Vermont","Orleans"
"05853","Morgan","Vermont","Orleans"
"05855","Newport","Vermont","Orleans"
"05857","Newport Center","Vermont","Orleans"
"05859","North Troy","Vermont","Orleans"
"05860","Orleans","Vermont","Orleans"
"05868","Troy","Vermont","Orleans"
"05872","West Charleston","Vermont","Orleans"
"05874","Westfield","Vermont","Orleans"
"05875","Barton","Vermont","Orleans"
"05701","Rutland","Vermont","Rutland"
"05702","Rutland","Vermont","Rutland"
"05730","Belmont","Vermont","Rutland"
"05731","Benson","Vermont","Rutland"
"05732","Bomoseen","Vermont","Rutland"
"05733","Brandon","Vermont","Rutland"
"05735","Castleton","Vermont","Rutland"
"05736","Center Rutland","Vermont","Rutland"
"05737","Chittenden","Vermont","Rutland"
"05738","Cuttingsville","Vermont","Rutland"
"05739","Danby","Vermont","Rutland"
"05741","East Poultney","Vermont","Rutland"
"05742","East Wallingford","Vermont","Rutland"
"05743","Fair Haven","Vermont","Rutland"
"05744","Florence","Vermont","Rutland"
"05745","Forest Dale","Vermont","Rutland"
"05750","Hydeville","Vermont","Rutland"
"05751","Killington","Vermont","Rutland"
"05757","Middletown Springs","Vermont","Rutland"
"05758","Mount Holly","Vermont","Rutland"
"05759","North Clarendon","Vermont","Rutland"
"05761","Pawlet","Vermont","Rutland"
"05762","Pittsfield","Vermont","Rutland"
"05763","Pittsford","Vermont","Rutland"
"05764","Poultney","Vermont","Rutland"
"05765","Proctor","Vermont","Rutland"
"05773","Wallingford","Vermont","Rutland"
"05774","Wells","Vermont","Rutland"
"05775","West Pawlet","Vermont","Rutland"
"05777","West Rutland","Vermont","Rutland"
"05601","Montpelier","Vermont","Washington"
"05602","Montpelier","Vermont","Washington"
"05603","Montpelier","Vermont","Washington"
"05604","Montpelier","Vermont","Washington"
"05609","Montpelier","Vermont","Washington"
"05620","Montpelier","Vermont","Washington"
"05633","Montpelier","Vermont","Washington"
"05640","Adamant","Vermont","Washington"
"05641","Barre","Vermont","Washington"
"05647","Cabot","Vermont","Washington"
"05648","Calais","Vermont","Washington"
"05649","East Barre","Vermont","Washington"
"05650","East Calais","Vermont","Washington"
"05651","East Montpelier","Vermont","Washington"
"05654","Graniteville","Vermont","Washington"
"05658","Marshfield","Vermont","Washington"
"05660","Moretown","Vermont","Washington"
"05663","Northfield","Vermont","Washington"
"05664","Northfield Falls","Vermont","Washington"
"05666","North Montpelier","Vermont","Washington"
"05667","Plainfield","Vermont","Washington"
"05670","South Barre","Vermont","Washington"
"05671","Waterbury","Vermont","Washington"
"05673","Waitsfield","Vermont","Washington"
"05674","Warren","Vermont","Washington"
"05676","Waterbury","Vermont","Washington"
"05677","Waterbury Center","Vermont","Washington"
"05678","Websterville","Vermont","Washington"
"05681","Woodbury","Vermont","Washington"
"05682","Worcester","Vermont","Washington"
"05101","Bellows Falls","Vermont","Windham"
"05141","Cambridgeport","Vermont","Windham"
"05146","Grafton","Vermont","Windham"
"05148","Londonderry","Vermont","Windham"
"05154","Saxtons River","Vermont","Windham"
"05155","South Londonderry","Vermont","Windham"
"05158","Westminster","Vermont","Windham"
"05159","Westminster Station","Vermont","Windham"
"05301","Brattleboro","Vermont","Windham"
"05302","Brattleboro","Vermont","Windham"
"05303","Brattleboro","Vermont","Windham"
"05304","Brattleboro","Vermont","Windham"
"05341","East Dover","Vermont","Windham"
"05342","Jacksonville","Vermont","Windham"
"05343","Jamaica","Vermont","Windham"
"05344","Marlboro","Vermont","Windham"
"05345","Newfane","Vermont","Windham"
"05346","Putney","Vermont","Windham"
"05351","South Newfane","Vermont","Windham"
"05353","Townshend","Vermont","Windham"
"05354","Vernon","Vermont","Windham"
"05355","Wardsboro","Vermont","Windham"
"05356","West Dover","Vermont","Windham"
"05357","West Dummerston","Vermont","Windham"
"05358","West Halifax","Vermont","Windham"
"05359","West Townshend","Vermont","Windham"
"05360","West Wardsboro","Vermont","Windham"
"05361","Whitingham","Vermont","Windham"
"05362","Williamsville","Vermont","Windham"
"05363","Wilmington","Vermont","Windham"
"05001","White River Junction","Vermont","Windsor"
"05009","White River Junction","Vermont","Windsor"
"05030","Ascutney","Vermont","Windsor"
"05031","Barnard","Vermont","Windsor"
"05032","Bethel","Vermont","Windsor"
"05034","Bridgewater","Vermont","Windsor"
"05035","Bridgewater Corners","Vermont","Windsor"
